,genres,year_release,early_access,price,accounting,action,adventure,animation &amp; modeling,audio production,casual,design &amp; illustration,early access,education,free to play,indie,massively multiplayer,photo editing,racing,rpg,simulation,software training,sports,strategy,utilities,video production,web publishing
22300,"simulation, strategy",2012,0,39.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22301,"action, free to play",2015,0,4.99,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22302,"action, adventure, indie",2015,0,19.99,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22303,indie,2015,0,3.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22304,"casual, indie, strategy",2015,0,3.99,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22305,indie,2015,0,3.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22306,"indie, simulation",2015,0,17.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22307,indie,2015,0,3.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22308,"action, indie, strategy",2015,0,19.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22309,"casual, simulation",2015,0,2.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22310,"action, indie",2015,0,3.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22311,"casual, simulation",2015,0,2.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22312,"casual, simulation",2015,0,2.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22313,"action, adventure, indie",2015,0,11.99,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22314,"casual, simulation",2015,0,7.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22315,"action, indie",2015,0,14.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22316,"indie, rpg, strategy",2015,0,9.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
22317,"adventure, indie, rpg",2015,0,4.99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22318,"adventure, indie, rpg",2015,0,4.99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22319,"action, adventure, indie",2015,0,0.99,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22320,"adventure, indie",2015,0,2.99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22321,simulation,2015,0,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22322,simulation,2015,0,18.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22323,"simulation, strategy",2015,0,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22324,adventure,2011,0,9.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22325,"adventure, indie",2015,0,2.99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22326,"casual, strategy",2015,0,9.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22327,indie,2015,0,24.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22328,"casual, indie",2015,0,4.99,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22329,"action, casual, indie",2015,0,0.99,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22330,"adventure, indie, rpg",2015,0,4.99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22331,rpg,2015,0,15.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22332,"action, adventure, casual, indie, strategy",2015,0,0.99,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22333,"action, indie",2015,0,4.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22334,"action, indie",2015,0,19.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22335,"adventure, indie",2015,0,9.99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22336,"adventure, indie",2015,0,3.99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22337,simulation,2015,0,24.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22338,"action, indie",2015,0,0.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22339,"casual, simulation, strategy",2015,0,7.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22340,"action, adventure, indie",2015,0,14.99,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22341,"adventure, casual, indie, rpg",2015,0,9.99,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22342,"adventure, casual, indie, rpg",2015,0,4.99,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22343,"action, adventure, indie, rpg, early access",2015,1,14.99,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22344,"adventure, casual, indie, massively multiplayer, simulation",2015,0,4.99,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
22345,"indie, strategy",2015,0,14.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22346,"adventure, casual, indie, rpg",2015,0,4.99,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22347,"adventure, casual, indie, rpg",2015,0,9.99,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22348,indie,2014,0,4.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22349,"action, adventure, casual, indie, rpg",2015,0,3.99,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22350,"indie, rpg",2015,0,2.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22351,"action, casual, free to play, massively multiplayer, sports, strategy",2015,0,18.99,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
22352,"action, free to play, massively multiplayer, rpg",2015,0,0.99,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
22354,"indie, sports",2015,0,9.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22355,simulation,2015,0,29.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22356,simulation,2015,0,19.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22357,"action, casual, free to play, rpg, simulation, strategy",2015,0,19.99,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
22358,"adventure, indie, rpg",2015,0,9.99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22359,"casual, indie, simulation, strategy",2015,0,4.99,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
22360,"casual, indie, simulation",2015,0,4.99,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22361,"simulation, strategy",2012,0,39.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22362,indie,2015,0,7.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22363,"adventure, casual",1997,0,9.99,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22364,"action, simulation",2001,0,5.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22365,"adventure, casual, indie, rpg",2015,0,4.49,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22366,"adventure, casual, indie, rpg, simulation",2015,0,1.99,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
22367,"action, casual, free to play, indie",2015,0,0.99,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22368,"action, adventure, simulation",2015,0,9.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22369,design &amp; illustration,2015,0,9.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22370,"adventure, indie",2015,0,2.99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22371,action,2015,0,4.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22372,simulation,2015,0,18.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22373,"adventure, casual, indie",2015,0,6.99,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22374,"action, free to play, rpg, strategy",2015,0,2.99,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
22375,"action, adventure, indie, rpg",2015,0,4.99,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22376,"action, adventure, indie",2015,0,12.99,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22377,"indie, simulation",2015,0,0.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22378,"indie, simulation",2015,0,0.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22379,"indie, simulation",2015,0,0.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22380,"indie, racing, sports, early access",2015,1,9.99,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
22381,"action, casual, free to play, indie",2015,0,9.99,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22382,"massively multiplayer, strategy",2015,0,14.99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22383,casual,2015,0,1.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22384,indie,2015,0,6.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22385,"action, strategy",2015,0,4.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22386,"adventure, indie, rpg, strategy",2015,0,9.99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
22387,utilities,2015,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22388,"adventure, casual, indie",2015,0,5.99,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22389,"adventure, casual, indie",2011,0,4.99,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22390,action,2015,0,19.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22391,action,2015,0,9.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22392,indie,2015,0,1.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22393,"action, adventure, indie, early access",2015,1,19.99,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22394,"action, adventure, massively multiplayer, simulation",2015,0,14.99,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22395,"free to play, indie, strategy",2015,0,4.99,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
22396,"free to play, indie, strategy",2015,0,4.99,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
22397,"casual, simulation",2015,0,2.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22398,"casual, simulation",2015,0,2.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22399,"casual, simulation",2015,0,2.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22400,"casual, simulation",2015,0,2.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22401,"free to play, indie, strategy",2015,0,4.99,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
22402,"casual, simulation",2015,0,2.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22403,action,1997,0,5.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22404,action,1998,0,5.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22405,"action, casual, indie, sports, strategy",2015,0,6.99,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
22406,"action, casual, indie, racing, strategy",2015,0,7.99,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
22407,"racing, simulation",2015,0,24.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22408,"adventure, casual, free to play, indie, simulation",2015,0,3.99,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
22409,"action, adventure, indie",2015,0,3.99,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22410,indie,2015,0,6.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22411,"simulation, strategy",2015,0,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22412,"action, adventure, indie",2015,0,14.99,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22413,"action, indie, strategy",2015,0,9.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22414,"action, indie",2015,0,2.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22415,"action, free to play",2015,0,9.99,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22416,"action, free to play",2015,0,14.99,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22417,"action, free to play",2015,0,4.99,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22418,"action, free to play",2015,0,4.99,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22419,"action, free to play",2015,0,9.99,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22420,"action, free to play",2015,0,14.99,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22421,"action, free to play",2015,0,7.99,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22422,"action, free to play",2015,0,4.99,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22423,"action, free to play",2015,0,7.99,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22424,"action, free to play",2015,0,7.99,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22425,"action, adventure, indie, massively multiplayer, rpg",2015,0,2.99,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
22426,"animation &amp; modeling, design &amp; illustration, education, software training, utilities",2015,0,74.99,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
22427,"animation &amp; modeling, design &amp; illustration, utilities, web publishing",2015,0,289.99,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
22428,indie,2015,0,3.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22429,"indie, simulation, strategy, early access",2015,1,13.99,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
22430,"action, free to play, indie, strategy",2015,0,9.99,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
22431,"action, indie",2015,0,9.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22432,simulation,2015,0,19.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22433,"indie, rpg, strategy",2015,0,4.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
22434,"action, adventure, indie, rpg, simulation, early access",2015,1,14.99,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
22435,"action, indie, rpg",2015,0,9.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22436,"indie, strategy",2015,0,9.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22437,"rpg, strategy",2015,0,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22438,"indie, strategy",2015,0,9.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22439,"action, massively multiplayer, strategy, early access",2015,1,9.99,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22440,"action, adventure, casual, indie, rpg",2015,0,4.99,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22441,"action, indie",2015,0,9.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22442,"indie, strategy",2015,0,9.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22443,rpg,2015,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22444,"action, casual, free to play, rpg, simulation, strategy",2015,0,19.99,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
22445,"action, indie",2015,0,19.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22446,"action, adventure, indie, strategy",2015,0,4.99,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22447,"indie, rpg, strategy",2015,0,14.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
22448,"action, indie",2015,0,4.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22449,"casual, indie, rpg, strategy, early access",2015,1,9.99,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
22450,"simulation, sports",2015,0,19.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22451,casual,2015,0,4.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22452,"casual, indie",2000,0,3.99,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22453,"indie, simulation, strategy, early access",2015,1,9.99,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
22454,"action, adventure, indie, massively multiplayer, rpg",2015,0,4.99,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
22455,action,2015,0,14.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22456,"action, indie",2015,0,0.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22457,"action, casual, indie, simulation",2015,0,4.99,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22458,"casual, indie",2015,0,4.99,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22459,"action, indie",2015,0,6.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22460,"adventure, casual, indie",2012,0,4.99,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22461,"indie, simulation",2015,0,4.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22462,"indie, simulation",2015,0,11.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22463,"action, rpg, simulation",2015,0,29.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22464,"indie, simulation",2015,0,39.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22465,"action, indie",2015,0,0.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22466,"action, adventure, indie, strategy",2015,0,9.99,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22467,"action, indie, simulation, strategy",2015,0,2.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
22468,"adventure, casual, indie, simulation",2012,0,4.99,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22469,"simulation, sports",2015,0,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22470,"adventure, casual, indie, rpg, simulation",2015,0,0.99,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
22471,"action, adventure, indie",2015,0,4.99,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22472,casual,2015,0,9.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22473,"action, adventure, indie",2015,0,19.99,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22474,"indie, rpg, strategy",2015,0,19.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
22475,"action, indie, strategy",2015,0,24.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22476,"action, adventure, indie, early access",2015,1,12.99,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22477,"indie, rpg, strategy",2015,0,4.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
22478,"action, indie",2015,0,5.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22479,"action, adventure, casual, indie",2015,0,3.99,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22481,"adventure, indie",2015,0,9.99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22482,action,1994,0,9.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22483,action,1999,0,9.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22484,"action, simulation",1994,0,9.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22485,"action, simulation",1997,0,9.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22486,"adventure, casual, indie, rpg, simulation",2015,0,1.99,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
22488,"action, adventure, indie",2015,0,1.99,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22489,"action, adventure, indie, rpg",2015,0,19.99,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22490,"action, adventure, indie",2015,0,9.99,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22491,"action, casual, indie",2015,0,9.99,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22492,indie,2015,0,2.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22493,"action, indie, simulation",2015,0,4.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22494,"action, indie",2015,0,3.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22495,"action, casual, indie, strategy",2015,0,13.99,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22496,"action, indie",2015,0,9.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22497,"action, adventure",2015,0,9.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22498,"action, indie",2015,0,4.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22500,"casual, simulation",2015,0,2.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22501,"casual, simulation",2015,0,2.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22502,"casual, simulation",2015,0,2.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22503,"casual, simulation",2015,0,2.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22504,"adventure, indie, rpg, strategy",2015,0,1.99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
22505,"casual, indie",2015,0,2.99,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22506,"casual, indie",2015,0,0.99,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22507,"action, adventure, indie, massively multiplayer, simulation, early access",2015,1,4.99,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
22508,"indie, simulation, strategy",2015,0,9.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
22509,"adventure, casual, indie, rpg, simulation",2015,0,1.99,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
22510,"racing, simulation",2006,0,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22511,"adventure, casual, indie, rpg",2015,0,14.99,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22512,"action, indie, strategy",2015,0,4.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22513,"adventure, casual",2015,0,7.99,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
